,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
6791,13.0,246.5333333,0.0,0.0,26.0,892.0,0.0,0.01127451,0.0,0.0,Sep,2,6,1,3,Returning_Visitor,False,0
9215,4.0,99.125,0.0,0.0,38.0,876.3,0.0,0.0175,0.0,0.0,Nov,4,1,7,3,Returning_Visitor,False,0
1563,0.0,0.0,0.0,0.0,8.0,316.0,0.0,0.019047619,0.0,0.0,Mar,1,1,1,2,New_Visitor,True,0
4341,5.0,262.5,0.0,0.0,45.0,1456.27381,0.0,0.018707483,13.53068367,0.0,May,2,2,7,4,Returning_Visitor,False,1
5489,0.0,0.0,0.0,0.0,42.0,844.58,0.05952381,0.085396825,0.0,0.0,Oct,3,2,1,3,Returning_Visitor,False,0
3071,2.0,10.66666667,0.0,0.0,34.0,541.5,0.017142857,0.03352381,0.0,0.0,May,3,2,4,13,Returning_Visitor,False,0
9591,0.0,0.0,0.0,0.0,3.0,116.75,0.0,0.066666667,0.0,0.0,Nov,3,2,1,10,Returning_Visitor,True,0
10447,0.0,0.0,0.0,0.0,6.0,612.5,0.0,0.04,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,0
11782,4.0,111.0,0.0,0.0,9.0,155.0,0.0,0.009090909,0.0,0.0,Dec,1,1,4,2,Returning_Visitor,False,0
6611,0.0,0.0,0.0,0.0,8.0,65.4,0.05,0.15,0.0,0.0,Aug,1,1,1,3,Returning_Visitor,False,0
5993,6.0,344.2,3.0,201.4,51.0,1693.6333329999998,0.0037037040000000004,0.014814815,11.27445733,0.0,Nov,2,6,1,2,Returning_Visitor,False,0
5186,3.0,159.0,2.0,55.5,23.0,1100.125,0.0,0.011111111000000002,0.0,0.4,May,3,2,4,14,Returning_Visitor,False,0
9383,5.0,80.25,0.0,0.0,63.0,2618.6810609999998,0.005797101,0.011111111000000002,17.60939304,0.0,Nov,3,2,1,8,Returning_Visitor,False,1
8370,0.0,0.0,0.0,0.0,12.0,276.0,0.0,0.016666667,0.0,0.0,Dec,2,2,8,2,New_Visitor,False,0
6363,2.0,24.2,0.0,0.0,8.0,530.0,0.0,0.04444444400000001,0.0,0.0,Aug,1,8,1,2,Returning_Visitor,False,0
10702,1.0,41.5,0.0,0.0,12.0,237.5,0.015384615,0.046153846,0.0,0.0,Dec,1,8,2,1,Returning_Visitor,False,0
10172,1.0,8.0,3.0,181.25,124.0,4722.568651,0.015892388,0.02243106,24.28901413,0.0,Nov,1,1,1,3,Returning_Visitor,False,1
11357,0.0,0.0,0.0,0.0,1.0,487.0,0.0,0.1,0.0,0.0,Nov,1,1,4,10,Returning_Visitor,True,0
2213,9.0,329.297619,1.0,75.0,32.0,1888.5476190000002,0.010810811000000002,0.025900901,24.63837838,0.0,May,1,1,9,4,Returning_Visitor,True,1
8992,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Dec,1,1,3,3,Returning_Visitor,False,0
6128,0.0,0.0,0.0,0.0,12.0,797.84,0.0,0.018181818,0.0,0.0,Aug,2,2,3,4,Returning_Visitor,False,0
9842,3.0,37.58333333,0.0,0.0,67.0,1982.5236109999998,0.004411765,0.010971792,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,False,0
7118,4.0,338.0,0.0,0.0,9.0,724.76,0.0,0.022380952000000003,0.0,0.0,Sep,3,2,2,4,Returning_Visitor,True,0
2111,4.0,515.6,0.0,0.0,77.0,1449.683333,0.0,0.002631579,0.0,0.0,May,2,2,4,2,Returning_Visitor,False,0
6727,10.0,519.0,0.0,0.0,89.0,2577.960349,0.012852233999999999,0.03729051,0.0,0.0,Jul,3,2,7,1,Returning_Visitor,False,0
11167,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.2,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,0
7690,2.0,72.6,1.0,15.2,6.0,425.0,0.0,0.025,0.0,0.0,Jul,2,10,1,4,Returning_Visitor,True,0
4871,3.0,604.5,6.0,75.66666667,50.0,2387.435714,0.019393939,0.037838383999999996,0.0,1.0,May,1,1,3,15,Returning_Visitor,True,0
11131,0.0,0.0,0.0,0.0,11.0,2123.0,0.018181818,0.036363636,0.0,0.0,Dec,2,2,1,6,Returning_Visitor,False,0
9252,6.0,86.58333333,2.0,160.0,41.0,1119.854167,0.004545455,0.012045455,27.03986205,0.0,Nov,2,2,9,8,New_Visitor,True,0
6066,14.0,1220.914286,4.0,1005.4,280.0,18171.79454,0.017486109,0.038980417999999996,5.697658998,0.0,Jul,2,2,1,3,Returning_Visitor,False,0
11161,7.0,198.75,0.0,0.0,20.0,818.5833332999999,0.0,0.002777778,0.0,0.0,Dec,3,2,4,8,New_Visitor,False,0
9891,0.0,0.0,0.0,0.0,14.0,272.1666667,0.0,0.025,0.0,0.0,Dec,3,2,3,2,Returning_Visitor,False,0
7746,14.0,564.9,3.0,522.1666667,134.0,3410.697592,0.001495726,0.002839575,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,False,0
7538,6.0,245.93333330000002,2.0,15.2,27.0,1333.8,0.012903226,0.029032258,4.945717395,0.0,Nov,2,2,9,6,Returning_Visitor,False,0
355,0.0,0.0,1.0,9.0,30.0,1992.8333329999998,0.0,0.003333333,9.227000967,0.0,Mar,2,4,1,3,Returning_Visitor,False,1
1429,1.0,38.0,0.0,0.0,12.0,121.0,0.028571429,0.025,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,False,0
11831,0.0,0.0,0.0,0.0,7.0,2612.0,0.0,0.033333333,0.0,0.0,Dec,8,13,9,20,Other,False,0
8718,2.0,14.75,0.0,0.0,32.0,839.4305555999999,0.012903226,0.028602151,13.91276554,0.0,Nov,2,2,6,1,Returning_Visitor,False,1
9452,3.0,86.0,0.0,0.0,27.0,3188.4833329999997,0.017241378999999998,0.031034482999999998,0.0,0.0,Dec,2,5,4,2,Returning_Visitor,False,0
4541,2.0,10.0,1.0,69.0,62.0,1279.333333,0.000645161,0.016052227,0.0,0.8,May,2,5,1,3,Returning_Visitor,False,0
332,1.0,21.0,3.0,116.0,21.0,613.6666667000001,0.008333333,0.023611111,0.0,0.0,Mar,1,2,1,1,Returning_Visitor,False,0
6666,7.0,327.23571430000004,4.0,260.0,42.0,443.4990476,0.0,0.022666667,18.50321705,0.0,Jul,2,4,6,1,Returning_Visitor,False,1
11007,0.0,0.0,0.0,0.0,39.0,1262.651515,0.005128205,0.007264957,0.0,0.0,Nov,3,2,2,10,Returning_Visitor,False,1
4224,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,3,2,9,3,Returning_Visitor,False,0
964,0.0,0.0,0.0,0.0,16.0,392.14285710000007,0.00625,0.027205882,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,False,0
120,0.0,0.0,0.0,0.0,6.0,243.0,0.0,0.033333333,0.0,0.0,Feb,2,4,4,1,Returning_Visitor,False,0
4919,0.0,0.0,0.0,0.0,10.0,221.0,0.1,0.11666666699999999,0.0,0.2,May,3,2,6,13,Returning_Visitor,False,0
5265,0.0,0.0,0.0,0.0,5.0,112.0,0.0,0.02,0.0,0.0,May,2,2,4,1,Returning_Visitor,True,0
3281,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,1,1,1,3,Returning_Visitor,False,0
2370,3.0,277.6666667,1.0,32.0,32.0,1671.2573929999999,0.005555556,0.017195767,0.0,0.0,May,3,2,8,2,Returning_Visitor,False,0
2544,0.0,0.0,0.0,0.0,14.0,1501.0,0.093333333,0.12666666699999998,0.0,0.0,May,3,2,4,4,Returning_Visitor,False,0
10579,3.0,32.0,2.0,9.0,16.0,1760.6,0.0,0.033333333,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,False,1
12067,4.0,251.0,9.0,172.0,64.0,4326.666667,0.008552632,0.024502924,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,False,0
2885,0.0,0.0,0.0,0.0,5.0,95.5,0.0,0.02,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,0
8262,4.0,47.5,0.0,0.0,37.0,839.2083332999998,0.005263158,0.017105263,12.96520279,0.0,Nov,1,1,1,2,Returning_Visitor,False,1
2178,3.0,430.83333330000005,1.0,262.0,49.0,2338.567766,0.023529412000000003,0.028907562999999997,9.609529412,0.6,May,3,2,4,4,Returning_Visitor,False,1
8187,0.0,0.0,0.0,0.0,4.0,129.5,0.0,0.05,0.0,0.0,Dec,8,13,9,20,Other,False,0
5171,0.0,0.0,0.0,0.0,12.0,582.5,0.0,0.006666666999999999,0.0,0.0,May,2,4,4,2,New_Visitor,True,0
5145,9.0,249.5,0.0,0.0,66.0,2506.333333,0.015277778,0.041369048,13.99708333,0.0,May,2,2,6,6,Returning_Visitor,False,1
3123,0.0,0.0,0.0,0.0,13.0,324.0,0.0,0.003030303,0.0,0.0,May,2,2,2,2,New_Visitor,True,0
9881,0.0,0.0,4.0,84.25,141.0,2596.2047620000003,0.0061032859999999994,0.020121639,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,False,0
1544,2.0,18.0,0.0,0.0,30.0,474.5,0.0,0.003225806,0.0,0.0,Mar,1,1,3,2,Returning_Visitor,True,0
5157,0.0,0.0,0.0,0.0,2.0,404.0,0.0,0.1,0.0,0.0,May,2,2,6,13,Returning_Visitor,False,0
11723,0.0,0.0,0.0,0.0,5.0,199.5,0.0,0.01,0.0,0.0,Nov,4,2,1,3,Returning_Visitor,False,0
9835,4.0,45.0,0.0,0.0,7.0,246.5,0.03,0.03,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,False,0
6449,0.0,0.0,0.0,0.0,4.0,236.8,0.0,0.05,36.26141924,0.0,Oct,2,2,3,1,Returning_Visitor,False,1
10295,0.0,0.0,0.0,0.0,20.0,2846.833333,0.006666666999999999,0.0475,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,0
6575,2.0,4.0,0.0,0.0,2.0,44.4,0.0,0.05,0.0,0.0,Sep,2,10,3,5,New_Visitor,False,0
945,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Mar,3,2,3,9,Returning_Visitor,True,0
7903,2.0,81.6,0.0,0.0,1.0,27.2,0.0,0.04,0.0,0.0,Oct,3,2,3,5,New_Visitor,False,1
5799,0.0,0.0,0.0,0.0,3.0,36.6,0.0,0.033333333,0.0,0.0,Aug,2,2,6,2,Returning_Visitor,False,0
6389,7.0,98.73333333,2.0,229.8,151.0,4249.12,0.013402778,0.041166667000000004,5.88595629,0.0,Jul,2,5,3,3,Returning_Visitor,False,0
11733,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,0
8076,3.0,15.0,0.0,0.0,102.0,4021.1722219999997,0.0,0.01,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,0
7325,3.0,77.6,0.0,0.0,3.0,8.0,0.033333333,0.066666667,0.0,0.0,June,2,2,6,2,Returning_Visitor,False,0
1561,2.0,15.0,0.0,0.0,13.0,77.0,0.014285714,0.028571429,0.0,0.0,Mar,2,2,9,1,Returning_Visitor,False,0
5169,0.0,0.0,0.0,0.0,29.0,830.9333333,0.035555556,0.08833333300000001,0.0,0.6,May,3,2,6,13,Returning_Visitor,False,0
8376,2.0,48.66666667,4.0,155.33333330000002,20.0,540.75,0.0,0.004166667,38.88816225,0.0,Nov,2,2,3,2,Returning_Visitor,False,1
6429,2.0,64.4,0.0,0.0,15.0,443.5666666999999,0.0,0.00625,166.3735531,0.0,June,1,1,1,5,New_Visitor,True,0
1095,3.0,36.0,0.0,0.0,9.0,71.33333333,0.0,0.02,0.0,0.0,Mar,2,2,1,11,New_Visitor,False,0
10502,3.0,150.75,1.0,14.0,13.0,308.5,0.0,0.0125,0.0,0.0,Dec,2,2,5,2,New_Visitor,True,0
3287,0.0,0.0,0.0,0.0,40.0,1090.566667,0.018392857,0.041198412999999996,0.0,0.0,May,2,4,1,6,Returning_Visitor,False,0
10192,0.0,0.0,0.0,0.0,4.0,60.5,0.1,0.15,0.0,0.0,Nov,1,1,1,1,Returning_Visitor,False,0
7284,6.0,352.3666667,0.0,0.0,11.0,605.6166667,0.0,0.008888889,0.7146232140000001,0.0,June,2,2,1,2,Returning_Visitor,False,1
2605,0.0,0.0,0.0,0.0,18.0,356.0,0.011111111000000002,0.038888888999999996,0.0,0.2,May,3,2,3,13,Returning_Visitor,False,0
1392,2.0,34.0,0.0,0.0,65.0,1451.2273619999999,0.003030303,0.008492896,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,0
9420,0.0,0.0,0.0,0.0,37.0,2323.166667,0.010810811000000002,0.018198198,0.0,0.0,Nov,1,2,4,2,Returning_Visitor,False,0
10657,5.0,417.5,3.0,151.25,45.0,1739.25,0.014666667,0.0178,0.0,0.0,Dec,3,2,1,1,Returning_Visitor,False,0
752,6.0,171.08333330000002,0.0,0.0,28.0,952.2857142999999,0.0,0.013333333000000001,52.10818182,0.0,Mar,2,2,1,2,Returning_Visitor,False,1
11541,8.0,279.25,2.0,1652.0,43.0,1717.7404760000002,0.0,0.018472224,18.07802206,0.0,Dec,3,2,5,2,Returning_Visitor,False,1
3737,0.0,0.0,0.0,0.0,29.0,364.1666667,0.020689655,0.01954023,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,0
12057,0.0,0.0,0.0,0.0,5.0,182.625,0.0,0.008,0.0,0.0,Dec,3,2,8,13,Returning_Visitor,False,0
10522,5.0,369.375,2.0,59.0,19.0,1328.5,0.027272727000000004,0.031818182,14.78422174,0.0,Nov,3,2,1,13,Returning_Visitor,False,0
3215,4.0,210.5,0.0,0.0,131.0,2749.058333,0.009090909,0.017682257,8.960896465,0.0,May,2,2,2,1,Returning_Visitor,False,0
12066,0.0,0.0,0.0,0.0,44.0,2588.154762,0.009090909,0.027272727000000004,0.0,0.0,Dec,2,2,1,1,Returning_Visitor,False,0
7051,0.0,0.0,0.0,0.0,7.0,999.8,0.00952381,0.031428571,0.0,0.0,Sep,3,2,1,4,Returning_Visitor,False,0
1777,4.0,55.75,0.0,0.0,19.0,685.95,0.0,0.017724868,7.1414285710000005,0.0,Mar,3,2,7,2,Returning_Visitor,True,1
4113,0.0,0.0,0.0,0.0,34.0,606.7857142999999,0.017647059,0.040441176,0.0,0.4,May,1,1,1,3,Returning_Visitor,False,0
1770,0.0,0.0,0.0,0.0,48.0,3644.7523810000002,0.0,0.016666667,18.20995652,0.0,Mar,2,2,7,2,Returning_Visitor,False,0
10501,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,2,5,1,1,Returning_Visitor,True,0
11563,2.0,21.0,0.0,0.0,11.0,276.5,0.0,0.015384615,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,False,0
3022,0.0,0.0,0.0,0.0,90.0,601.7901961,0.0022222220000000003,0.012763533,0.0,0.8,May,2,2,3,1,Returning_Visitor,False,0
4228,0.0,0.0,0.0,0.0,11.0,547.5,0.018181818,0.024747475,0.0,1.0,May,3,3,3,1,Returning_Visitor,True,0
3012,0.0,0.0,0.0,0.0,5.0,105.0,0.04,0.06,0.0,0.0,May,2,2,1,13,Returning_Visitor,False,0
11242,6.0,49.08333333,1.0,619.5,58.0,2572.429487,0.00625,0.020729167,0.0,0.0,Nov,1,2,1,2,Returning_Visitor,False,1
8334,0.0,0.0,0.0,0.0,21.0,987.9,0.01,0.016666667,0.0,0.0,Dec,2,4,2,1,Returning_Visitor,False,0
11228,8.0,175.125,0.0,0.0,7.0,96.125,0.0,0.026666667,0.0,0.0,Nov,1,1,2,8,New_Visitor,False,0
9088,1.0,5.0,0.0,0.0,30.0,1240.65,0.0,0.017708333,0.0,0.0,Nov,2,2,6,2,Returning_Visitor,False,0
9170,0.0,0.0,0.0,0.0,9.0,191.5625,0.0,0.024691357999999997,0.0,0.0,Nov,3,3,1,11,New_Visitor,True,0
527,0.0,0.0,0.0,0.0,7.0,496.75,0.0,0.011111111000000002,0.0,0.0,Mar,3,2,6,1,Returning_Visitor,False,0
11423,0.0,0.0,0.0,0.0,55.0,2415.416667,0.0,0.019811321,0.0,0.0,Nov,2,2,3,11,Returning_Visitor,True,0
11301,9.0,164.58333330000002,1.0,0.0,76.0,3580.333333,0.004819277,0.020522088,12.20780052,0.0,Nov,4,1,1,1,Returning_Visitor,False,0
4264,0.0,0.0,0.0,0.0,12.0,213.5,0.016666667,0.033333333,0.0,0.2,May,4,1,1,3,Returning_Visitor,False,0
4262,2.0,88.0,2.0,10.0,23.0,1390.388889,0.0,0.012307692,0.0,0.0,May,3,2,1,4,Returning_Visitor,False,0
11592,0.0,0.0,0.0,0.0,8.0,160.25,0.0125,0.075,0.0,0.0,Nov,3,2,1,6,Returning_Visitor,False,0
1919,5.0,825.0,0.0,0.0,33.0,808.1666667000001,0.0,0.005405405,20.85956757,0.0,Mar,2,4,9,10,New_Visitor,False,1
701,5.0,175.23076919999997,0.0,0.0,20.0,2224.85,0.004347826,0.023913043,0.0,0.0,Mar,4,2,8,1,Returning_Visitor,False,0
8493,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.1,0.0,0.0,Dec,2,2,2,13,Returning_Visitor,False,0
4540,6.0,108.0,2.0,43.66666667,118.0,3712.8116,0.003252033,0.010310363000000001,8.256572358,0.0,May,2,10,3,4,Returning_Visitor,True,0
6598,8.0,217.4,2.0,67.4,24.0,428.3,0.0,0.007142857,0.0,0.0,Sep,2,4,4,5,New_Visitor,False,0
9813,2.0,33.75,0.0,0.0,6.0,96.0,0.0,0.025,0.0,0.0,Dec,2,2,4,2,New_Visitor,False,0
1298,0.0,0.0,1.0,55.0,9.0,936.8333332999998,0.0,0.022222222000000003,53.25533333,0.0,Mar,1,1,1,2,Returning_Visitor,True,1
4746,0.0,0.0,0.0,0.0,34.0,887.6666667000002,0.0,0.004747475,12.61543434,0.0,May,2,2,5,2,Returning_Visitor,False,0
1352,0.0,0.0,0.0,0.0,26.0,655.7833333,0.003846154,0.013782051000000002,0.0,0.0,Mar,1,1,8,3,Returning_Visitor,False,0
2926,0.0,0.0,0.0,0.0,3.0,27.0,0.066666667,0.1,0.0,0.6,May,2,2,1,3,Returning_Visitor,False,0
9582,5.0,170.25,0.0,0.0,55.0,3057.0458329999997,0.011666667,0.018737892,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,False,0
1287,2.0,11.0,0.0,0.0,20.0,363.6666667,0.01,0.016666667,0.0,0.0,Mar,2,2,1,3,Returning_Visitor,True,0
5723,1.0,106.8,0.0,0.0,17.0,327.5380952,0.0,0.00625,0.0,0.0,Oct,3,2,3,2,New_Visitor,False,0
10091,0.0,0.0,0.0,0.0,41.0,4373.847619,0.00232288,0.033787661000000004,0.0,0.0,Dec,2,5,1,3,Returning_Visitor,True,0
6459,3.0,86.1,2.0,28.4,2.0,5.0,0.0,0.033333333,0.0,0.0,Jul,2,2,1,5,New_Visitor,False,0
12205,1.0,7.0,0.0,0.0,21.0,803.0,0.031578947,0.052631579000000005,7.014753437,0.0,Nov,3,2,3,3,Returning_Visitor,False,1
3697,5.0,147.0,0.0,0.0,36.0,3473.7333329999997,0.015384615,0.033333333,0.0,0.0,May,2,2,6,3,Returning_Visitor,False,0
2013,0.0,0.0,0.0,0.0,8.0,167.0,0.0,0.05,0.0,0.0,Mar,2,5,1,3,Returning_Visitor,False,0
11638,3.0,138.5,6.0,292.0,26.0,807.0833332999999,0.0020833329999999997,0.011458333000000001,0.0,0.0,Dec,3,2,1,8,Returning_Visitor,True,0
4373,1.0,8.0,0.0,0.0,51.0,1229.166667,0.0,0.019230768999999998,0.0,0.6,May,2,5,4,6,Returning_Visitor,False,0
11968,0.0,0.0,0.0,0.0,4.0,57.0,0.05,0.075,0.0,0.0,Nov,1,1,1,8,New_Visitor,False,0
5931,0.0,0.0,0.0,0.0,81.0,2092.6738100000002,0.015,0.027155448999999998,0.0,0.0,Oct,2,2,1,1,Returning_Visitor,False,0
2147,0.0,0.0,0.0,0.0,15.0,907.5,0.006666666999999999,0.031111111,0.0,0.6,May,2,2,7,2,Returning_Visitor,False,0
5840,0.0,0.0,0.0,0.0,35.0,1608.7,0.0,0.002857143,0.0,0.0,Sep,2,4,3,2,New_Visitor,False,0
11884,0.0,0.0,0.0,0.0,6.0,161.0,0.033333333,0.1,0.0,0.0,Nov,1,8,1,11,Returning_Visitor,True,0
5950,1.0,6.0,0.0,0.0,21.0,332.8,0.0,0.008695652,0.0,0.0,Sep,2,5,4,5,Returning_Visitor,True,0
9217,0.0,0.0,0.0,0.0,11.0,357.3333333,0.0,0.022222222000000003,0.0,0.0,Dec,1,1,3,2,New_Visitor,False,0
11293,6.0,283.0166667,1.0,235.75,21.0,1338.933333,0.0,0.008695652,0.0,0.0,Dec,2,2,7,1,Returning_Visitor,False,0
7708,2.0,630.5333333,0.0,0.0,33.0,357.8895238,0.0,0.007894736999999999,0.0,0.0,Oct,3,2,7,4,Returning_Visitor,False,0
8241,0.0,0.0,0.0,0.0,20.0,2403.25,0.01,0.03,0.0,0.0,Dec,2,2,3,2,New_Visitor,False,0
6955,0.0,0.0,0.0,0.0,7.0,138.8733333,0.0,0.0,179.307293,0.0,Nov,2,2,4,2,New_Visitor,True,1
9026,0.0,0.0,0.0,0.0,16.0,283.75,0.0125,0.025,0.0,0.0,Nov,2,2,1,11,Returning_Visitor,False,0
810,7.0,301.7,6.0,336.5,42.0,1981.016667,0.005660376999999999,0.021383647999999998,13.00183962,0.0,Mar,1,1,2,2,Returning_Visitor,True,1
6554,4.0,54.4,0.0,0.0,68.0,2889.9461539999998,0.0028985509999999996,0.008789401,0.0,0.0,June,4,1,4,1,Returning_Visitor,False,0
2073,4.0,148.5,1.0,118.0,150.0,4764.429997,0.0,0.005636724,33.33074497,0.0,Mar,2,2,5,2,Returning_Visitor,False,0
10523,0.0,0.0,0.0,0.0,48.0,691.3572797,0.034873188,0.082209406,0.0,0.0,Nov,3,2,3,3,Returning_Visitor,False,0
9050,10.0,214.62142859999997,1.0,114.0,36.0,673.6380952000001,0.019379845,0.032443035,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,False,0
885,3.0,147.0,0.0,0.0,3.0,24.0,0.0,0.02,0.0,0.0,Mar,3,2,7,1,Returning_Visitor,False,0
1477,0.0,0.0,0.0,0.0,13.0,1476.3,0.007692308,0.012820513,0.0,0.0,Mar,2,2,3,8,Returning_Visitor,False,0
1790,2.0,11.0,0.0,0.0,19.0,608.9428571000001,0.009090909,0.041915584,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,0
5511,6.0,53.0,0.0,0.0,40.0,778.8333332999999,0.0,0.009469697,8.480846261,0.0,Aug,1,1,1,4,New_Visitor,True,0
2008,3.0,221.5,4.0,172.0,28.0,1365.216667,0.0,0.012301587,0.0,0.0,Mar,2,2,3,2,Returning_Visitor,False,0
5960,0.0,0.0,0.0,0.0,9.0,532.0,0.0,0.066666667,0.0,0.0,Oct,2,2,3,4,Returning_Visitor,False,0
682,2.0,45.44444444,1.0,40.66666667,57.0,851.6426534,0.0,0.007923497,3.077836066,0.0,Mar,2,4,3,1,Returning_Visitor,True,1
3895,2.0,235.0,0.0,0.0,23.0,1193.0,0.0,0.008333333,45.6125,0.0,May,3,2,7,2,New_Visitor,False,1
10189,5.0,61.0125,0.0,0.0,51.0,1141.066667,0.003571429,0.011093074,0.0,0.0,Dec,2,2,6,2,New_Visitor,False,0
11162,2.0,15.0,0.0,0.0,7.0,620.5,0.028571429,0.085714286,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,0
4532,5.0,84.33333333,1.0,0.0,55.0,1699.327668,0.0,0.008461558000000001,16.48421053,0.0,May,2,2,6,4,Returning_Visitor,False,0
57,4.0,56.0,2.0,120.0,36.0,998.7416667000001,0.0,0.014736467,19.44707913,0.2,Feb,2,2,4,1,Returning_Visitor,False,0
8290,1.0,56.5,0.0,0.0,19.0,1089.75,0.0,0.0035087720000000003,24.872085000000002,0.0,Dec,2,2,7,2,Returning_Visitor,False,1
2399,6.0,389.75,3.0,545.0,65.0,1690.790351,0.014642856999999999,0.034671497999999995,13.66158824,1.0,May,2,10,2,1,Returning_Visitor,True,0
7976,12.0,975.6466667000001,4.0,276.08,53.0,2822.623603,0.006666666999999999,0.017015392,0.0,0.0,Sep,3,2,8,2,Returning_Visitor,True,0
11866,7.0,349.775,7.0,145.5,122.0,7532.511111,0.004615385,0.029612767999999998,0.0,0.0,Nov,2,2,6,2,Returning_Visitor,False,0
7792,4.0,53.2,0.0,0.0,14.0,496.96666669999996,0.0,0.009803922,0.0,0.0,Oct,2,2,5,20,Returning_Visitor,False,0
6418,3.0,113.1,0.0,0.0,17.0,237.60666669999998,0.0,0.033333333,94.10360412,0.0,Oct,1,1,2,4,Returning_Visitor,False,1
7108,0.0,0.0,0.0,0.0,37.0,4339.366667,0.009009009,0.036036036,13.663084699999999,0.0,Sep,2,2,4,1,Returning_Visitor,False,0
1468,5.0,65.0,2.0,34.0,17.0,1302.5,0.0,0.016666667,0.0,0.0,Mar,1,1,1,10,Returning_Visitor,False,0
1416,7.0,77.5,0.0,0.0,14.0,192.93333330000002,0.0,0.013333333000000001,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,0
7371,8.0,466.61666669999994,5.0,81.4,25.0,1220.175,0.02,0.040444443999999996,0.0,0.0,Aug,3,2,3,2,Returning_Visitor,True,0
2358,0.0,0.0,0.0,0.0,5.0,109.0,0.08,0.1,0.0,0.0,May,3,2,3,3,Returning_Visitor,True,0
11824,0.0,0.0,0.0,0.0,57.0,4312.225,0.004464286,0.031964286,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,0
7612,3.0,230.1,0.0,0.0,7.0,381.4,0.0,0.0074074069999999995,35.25541691,0.0,Nov,1,1,3,5,Returning_Visitor,False,0
10507,4.0,189.66666669999998,0.0,0.0,27.0,687.5,0.0,0.005069124,0.0,0.0,Dec,2,2,3,2,New_Visitor,False,0
10446,2.0,279.0,0.0,0.0,14.0,553.3333332999999,0.0,0.0125,0.0,0.0,Nov,2,4,3,2,Returning_Visitor,False,0
9296,0.0,0.0,0.0,0.0,22.0,1368.0,0.004545455,0.013636364,0.0,0.0,Nov,2,5,7,3,Returning_Visitor,False,0
9940,4.0,63.0,0.0,0.0,10.0,565.5,0.0,0.015384615,0.0,0.0,Dec,8,13,9,20,Other,False,0
3869,2.0,25.5,0.0,0.0,13.0,908.5,0.0,0.013333333000000001,19.78533333,0.0,May,3,2,4,1,Returning_Visitor,True,1
11823,2.0,53.5,0.0,0.0,16.0,681.5,0.0,0.022916667,0.0,0.0,Dec,2,4,1,2,Returning_Visitor,False,0
5597,24.0,468.100663,6.0,191.8666667,189.0,3428.5273810000003,0.018642295,0.043830926,0.870148477,0.0,June,2,2,2,1,Returning_Visitor,False,0
5749,0.0,0.0,0.0,0.0,26.0,436.8,0.074074074,0.088888889,0.0,0.0,Jul,2,2,1,3,Returning_Visitor,False,0
8694,7.0,718.0,0.0,0.0,15.0,644.25,0.005263158,0.01754386,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,0
9706,0.0,0.0,0.0,0.0,38.0,1244.35,0.039473684,0.053909774,0.0,0.0,Dec,1,1,1,2,Returning_Visitor,False,0
1055,0.0,0.0,0.0,0.0,3.0,112.0,0.066666667,0.133333333,0.0,0.0,Mar,2,2,7,10,Returning_Visitor,False,0
2281,0.0,0.0,1.0,51.0,29.0,1225.5,0.0,0.010344828,25.90331034,0.0,May,4,2,1,4,New_Visitor,False,1
